filename,Width_in,Height_in,Confidence
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.302,0.1726,0.8707
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.302,0.1294,0.8696
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.2589,0.1294,0.8617
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.3452,0.1726,0.8522
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.302,0.1726,0.8184
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.2589,0.1294,0.8004
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.302,0.1294,0.7939
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.302,0.1726,0.7904
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.302,0.1294,0.7677
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.302,0.1294,0.7609
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.2589,0.1294,0.6815
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.3883,0.1726,0.6171
251010_124908_0000080563_CAM1_NG_bmp.rf.a08130b9e2374ebc7375f701fba0d198.jpg,0.1294,0.1294,0.5276
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1726,0.9235
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3452,0.1726,0.9169
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3883,0.1726,0.9166
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3452,0.1726,0.9135
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3452,0.1726,0.9089
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3452,0.1726,0.8987
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3452,0.1726,0.8954
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3452,0.2157,0.891
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3883,0.2157,0.8907
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3883,0.2157,0.8875
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1726,0.8675
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.2589,0.1294,0.8601
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1294,0.8597
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1294,0.8579
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.2589,0.1726,0.8553
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1726,0.8522
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1294,0.8518
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1294,0.8457
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1726,0.8395
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3452,0.1726,0.8252
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.2589,0.1294,0.824
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1294,0.8118
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1294,0.8078
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.2589,0.1294,0.8063
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3883,0.2157,0.7898
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.2589,0.1294,0.7804
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1294,0.7802
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.2589,0.1294,0.7714
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.2589,0.1294,0.7504
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.3452,0.1726,0.7086
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.302,0.1726,0.6353
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.2589,0.1294,0.6152
251015_020257_0000434179_CAM1_OK_bmp.rf.2b4d35f1990f2ba115f777c2716057f0.jpg,0.1294,0.1294,0.5538
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3883,0.2157,0.9533
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3452,0.2157,0.943
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3452,0.1726,0.9296
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3883,0.2157,0.9269
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3452,0.2157,0.9262
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3452,0.1726,0.9185
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3883,0.2157,0.9176
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3452,0.1726,0.9157
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3452,0.1726,0.9024
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.302,0.1294,0.8931
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3883,0.1726,0.8923
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3452,0.1726,0.8894
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3452,0.1726,0.882
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3452,0.2157,0.8788
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.302,0.1294,0.8731
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.2589,0.1294,0.8681
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.2589,0.1294,0.8636
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.2589,0.1294,0.8524
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.302,0.1294,0.844
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.2589,0.1294,0.8362
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.302,0.1294,0.835
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.302,0.1294,0.8301
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.302,0.1294,0.8263
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.302,0.1726,0.8122
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.302,0.1294,0.8028
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.302,0.1294,0.7935
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.1294,0.1294,0.7046
251010_124912_0000080577_CAM1_NG_bmp.rf.aa67c6cacd99a4207982907a1c3f16af.jpg,0.3883,0.1726,0.6417
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3452,0.2157,0.9326
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.302,0.1726,0.9173
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3883,0.2157,0.9099
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3452,0.1726,0.9038
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3452,0.1726,0.8866
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3883,0.1726,0.8843
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3452,0.1726,0.8818
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3452,0.1726,0.8815
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3452,0.2157,0.8798
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3452,0.1726,0.8675
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.302,0.1294,0.8597
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.2589,0.1294,0.8592
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.302,0.1294,0.8533
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3452,0.2157,0.8529
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.302,0.1294,0.8505
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3452,0.2157,0.8425
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.2589,0.1294,0.8378
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.2589,0.1294,0.8355
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.302,0.1294,0.8226
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.302,0.1294,0.8196
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.302,0.1294,0.8186
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.302,0.1294,0.8079
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.2589,0.1726,0.8043
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.302,0.1294,0.7554
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.2589,0.1294,0.7424
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.302,0.1294,0.7287
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.2589,0.1294,0.7021
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.3452,0.1726,0.618
251015_020539_0000434633_CAM1_OK_bmp.rf.2242ea2b3486bd36c5d6196ee029037d.jpg,0.2589,0.1294,0.558
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3452,0.1726,0.9505
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3452,0.1726,0.9478
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3452,0.1726,0.9456
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3452,0.1726,0.932
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3452,0.1726,0.9307
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3452,0.1726,0.9287
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3883,0.2157,0.9271
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3883,0.1726,0.9222
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3452,0.1726,0.922
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.302,0.1294,0.9131
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3452,0.2157,0.913
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.2589,0.1294,0.9113
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.302,0.1726,0.9095
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3452,0.1726,0.9093
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.302,0.1294,0.9079
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.302,0.1294,0.903
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.302,0.1726,0.898
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.3452,0.2157,0.8923
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.2589,0.1294,0.8891
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.2589,0.1294,0.887
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.302,0.1294,0.8813
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.302,0.1294,0.8737
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.2589,0.1294,0.8599
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.302,0.1294,0.8467
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.2589,0.1294,0.8408
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.2589,0.1294,0.6549
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.302,0.1726,0.5523
251010_125642_0000080788_CAM1_NG_bmp.rf.59082687b92335e1e751b2aa8f357aae.jpg,0.302,0.1726,0.5086
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3452,0.2157,0.9414
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3452,0.2157,0.9382
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3452,0.1726,0.9381
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3883,0.2157,0.9244
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3452,0.2157,0.924
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3883,0.1726,0.9207
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3883,0.2157,0.9159
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3452,0.1726,0.9102
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.9089
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.9078
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3452,0.1726,0.9067
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1726,0.8888
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.2589,0.1294,0.8847
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.8802
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.8793
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.8788
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3452,0.2157,0.8777
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3883,0.2157,0.8777
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.2589,0.1294,0.8766
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.873
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1726,0.873
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.8667
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.2589,0.1294,0.8665
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.3452,0.1726,0.8634
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.8477
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1726,0.8421
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1726,0.8343
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.8061
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.7379
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.7317
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.7281
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.1294,0.1294,0.6907
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.6796
251010_070205_0000043521_CAM1_NG_bmp.rf.60db62d0366163c2c8ed185aea1991ec.jpg,0.302,0.1294,0.556
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3452,0.1726,0.9513
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3452,0.1726,0.9495
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3452,0.1726,0.9477
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3452,0.1726,0.9322
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3452,0.1726,0.9318
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3452,0.1726,0.9279
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.302,0.1294,0.9268
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3452,0.1726,0.9255
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3452,0.1726,0.9223
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.302,0.2157,0.9217
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3452,0.1726,0.9179
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3883,0.1726,0.913
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3452,0.1726,0.9111
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.302,0.1726,0.9048
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.302,0.1294,0.9022
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.302,0.1294,0.8991
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.302,0.1294,0.8888
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.2589,0.1294,0.8815
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.3452,0.2157,0.8775
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.2589,0.1294,0.8772
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.302,0.1294,0.8725
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.302,0.1294,0.8629
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.2589,0.1294,0.8629
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.302,0.1294,0.8385
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.2589,0.1726,0.8373
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.2589,0.1294,0.7686
251010_125652_0000080823_CAM1_NG_bmp.rf.e955fc4ce0cf92a9209d881f26d7ba08.jpg,0.1294,0.1294,0.6288
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.3452,0.1726,0.9311
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.3883,0.1726,0.9201
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.3452,0.2157,0.914
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.3452,0.1726,0.9061
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.3452,0.2157,0.9039
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.3883,0.2157,0.8997
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.3452,0.1726,0.8953
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.3452,0.2157,0.8816
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.2589,0.1294,0.8812
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.3452,0.2157,0.8756
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.302,0.1294,0.8698
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.3452,0.1726,0.8665
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.3452,0.2157,0.8631
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.2589,0.1294,0.8618
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.2589,0.1726,0.8586
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.302,0.1294,0.85
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.302,0.1294,0.8497
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.302,0.1294,0.8368
251015_020253_0000434166_CAM1_OK_bmp.rf.17a42f8b72140aadc824b1f726b8d208.jpg,0.302,0.1294,0.8341
