image_name,class_name,r,g,b,Brightness,Width_in,Height_in,Confidence,hex_color
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,80,80,80,80.0,0.3375,0.18,0.8559,#505050
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,82,82,82,82.0,0.36,0.18,0.8339,#525252
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,69,69,69,69.0,0.36,0.18,0.6564,#454545
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,92,92,92,92.0,0.3825,0.2025,0.9128,#5c5c5c
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,90,90,90,90.0,0.3825,0.2025,0.9059,#5a5a5a
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,86,86,86,86.0,0.3825,0.18,0.8927,#565656
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,89,89,89,89.0,0.3825,0.2025,0.8898,#595959
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,81,81,81,81.0,0.36,0.18,0.8846,#515151
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,87,87,87,87.0,0.3825,0.18,0.8822,#575757
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,87,87,87,87.0,0.3825,0.18,0.8789,#575757
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,94,94,94,94.0,0.3825,0.2025,0.8767,#5e5e5e
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,93,93,93,93.0,0.36,0.2025,0.8721,#5d5d5d
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,82,82,82,82.0,0.3825,0.18,0.8586,#525252
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,75,75,75,75.0,0.36,0.2025,0.7476,#4b4b4b
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,77,77,77,77.0,0.36,0.2025,0.6702,#4d4d4d
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,85,85,85,85.0,0.36,0.2025,0.6314,#555555
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,86,86,86,86.0,0.3825,0.2025,0.9326,#565656
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,90,90,90,90.0,0.36,0.2025,0.9213,#5a5a5a
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,86,86,86,86.0,0.36,0.2025,0.9207,#565656
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,78,78,78,78.0,0.36,0.2025,0.9072,#4e4e4e
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,85,85,85,85.0,0.3825,0.2025,0.9063,#555555
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,69,69,69,69.0,0.36,0.18,0.9037,#454545
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,94,94,94,94.0,0.36,0.2025,0.8966,#5e5e5e
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,69,69,69,69.0,0.36,0.18,0.8873,#454545
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,70,70,70,70.0,0.36,0.18,0.878,#464646
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,93,93,93,93.0,0.3825,0.2025,0.8746,#5d5d5d
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,73,73,73,73.0,0.36,0.18,0.8555,#494949
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,84,84,84,84.0,0.36,0.2025,0.7451,#545454
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,182,182,182,182.0,0.36,0.2025,0.8785,#b6b6b6
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,184,184,184,184.0,0.3375,0.18,0.8742,#b8b8b8
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,173,173,173,173.0,0.3375,0.18,0.8417,#adadad
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,194,194,194,194.0,0.3825,0.18,0.7937,#c2c2c2
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,168,168,168,168.0,0.36,0.2025,0.7887,#a8a8a8
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,192,192,192,192.0,0.3375,0.18,0.7816,#c0c0c0
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,176,176,176,176.0,0.27,0.09,0.7512,#b0b0b0
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,194,194,194,194.0,0.36,0.18,0.7506,#c2c2c2
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,180,180,180,180.0,0.27,0.1125,0.7455,#b4b4b4
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,190,190,190,190.0,0.27,0.1125,0.7127,#bebebe
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,189,189,189,189.0,0.2925,0.09,0.7002,#bdbdbd
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,178,178,178,178.0,0.27,0.1125,0.68,#b2b2b2
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,184,184,184,184.0,0.27,0.1125,0.5814,#b8b8b8
251107_232209_0000097454_CAM1_NG_bmp.rf.7c54bc56b089511c120d5312c490e518.jpg,incorrect qblock,175,175,175,175.0,0.27,0.1125,0.5366,#afafaf
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,83,83,83,83.0,0.36,0.18,0.937,#535353
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,81,81,81,81.0,0.36,0.18,0.9291,#515151
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,82,82,82,82.0,0.36,0.18,0.9288,#525252
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,75,75,75,75.0,0.36,0.18,0.9133,#4b4b4b
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,89,89,89,89.0,0.36,0.18,0.9031,#595959
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,76,76,76,76.0,0.36,0.18,0.8989,#4c4c4c
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,96,96,96,96.0,0.3825,0.2025,0.8964,#606060
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,77,77,77,77.0,0.36,0.18,0.8924,#4d4d4d
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,71,71,71,71.0,0.36,0.1575,0.8837,#474747
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,82,82,82,82.0,0.36,0.18,0.8691,#525252
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,88,88,88,88.0,0.36,0.18,0.8562,#585858
251010_125658_0000080841_CAM1_NG_bmp.rf.a4915023e68134248c3298eb5b22a0f7.jpg,qblock,62,62,62,62.0,0.36,0.18,0.7474,#3e3e3e
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,183,183,183,183.0,0.3375,0.18,0.8741,#b7b7b7
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,182,182,182,182.0,0.36,0.2025,0.8704,#b6b6b6
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,190,190,190,190.0,0.36,0.18,0.8223,#bebebe
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,178,178,178,178.0,0.36,0.18,0.8081,#b2b2b2
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,183,183,183,183.0,0.3375,0.1575,0.7873,#b7b7b7
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,164,164,164,164.0,0.36,0.18,0.7842,#a4a4a4
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,195,195,195,195.0,0.36,0.18,0.7754,#c3c3c3
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,186,186,186,186.0,0.27,0.1125,0.7545,#bababa
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,188,188,188,188.0,0.27,0.09,0.7175,#bcbcbc
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,189,189,189,189.0,0.2925,0.09,0.7124,#bdbdbd
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,190,190,190,190.0,0.2475,0.1125,0.7007,#bebebe
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,185,185,185,185.0,0.27,0.1125,0.6773,#b9b9b9
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,171,171,171,171.0,0.2475,0.09,0.617,#ababab
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,191,191,191,191.0,0.27,0.1125,0.6134,#bfbfbf
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,93,93,93,93.0,0.3825,0.2025,0.9389,#5d5d5d
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,95,95,95,95.0,0.3825,0.2025,0.9188,#5f5f5f
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,91,91,91,91.0,0.3825,0.2025,0.9012,#5b5b5b
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,78,78,78,78.0,0.36,0.18,0.8988,#4e4e4e
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,83,83,83,83.0,0.3825,0.18,0.8969,#535353
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,82,82,82,82.0,0.36,0.2025,0.8967,#525252
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,73,73,73,73.0,0.36,0.18,0.8909,#494949
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,79,79,79,79.0,0.36,0.2025,0.8852,#4f4f4f
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,80,80,80,80.0,0.36,0.2025,0.8677,#505050
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,89,89,89,89.0,0.36,0.2025,0.8655,#595959
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,98,98,98,98.0,0.36,0.18,0.7514,#626262
251010_070207_0000043528_CAM1_NG_bmp.rf.7ab1616f89eeca44ec5ea6ecbeabfe34.jpg,qblock,80,80,80,80.0,0.36,0.2025,0.7137,#505050
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,90,90,90,90.0,0.3825,0.2025,0.9425,#5a5a5a
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,79,79,79,79.0,0.36,0.18,0.9221,#4f4f4f
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,88,88,88,88.0,0.36,0.2025,0.9217,#585858
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,83,83,83,83.0,0.3825,0.2025,0.9098,#535353
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,82,82,82,82.0,0.3825,0.18,0.9067,#525252
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,70,70,70,70.0,0.36,0.18,0.905,#464646
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,90,90,90,90.0,0.36,0.2025,0.9042,#5a5a5a
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,90,90,90,90.0,0.3825,0.2025,0.899,#5a5a5a
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,81,81,81,81.0,0.36,0.2025,0.8984,#515151
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,75,75,75,75.0,0.3825,0.18,0.8886,#4b4b4b
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,74,74,74,74.0,0.36,0.2025,0.8796,#4a4a4a
251010_070204_0000043517_CAM1_NG_bmp.rf.1011e3e3d7be4dc8cc2ed7b737c37c7b.jpg,qblock,87,87,87,87.0,0.36,0.2025,0.5892,#575757
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,82,82,82,82.0,0.3825,0.18,0.9493,#525252
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,81,81,81,81.0,0.3825,0.18,0.9125,#515151
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,86,86,86,86.0,0.36,0.2025,0.9115,#565656
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,76,76,76,76.0,0.3825,0.18,0.9082,#4c4c4c
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,68,68,68,68.0,0.36,0.18,0.8987,#444444
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,78,78,78,78.0,0.36,0.18,0.896,#4e4e4e
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,83,83,83,83.0,0.36,0.2025,0.8942,#535353
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,89,89,89,89.0,0.36,0.2025,0.8915,#595959
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,84,84,84,84.0,0.3825,0.2025,0.8764,#545454
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,79,79,79,79.0,0.36,0.2025,0.8694,#4f4f4f
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,76,76,76,76.0,0.36,0.2025,0.8683,#4c4c4c
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,78,78,78,78.0,0.36,0.2025,0.607,#4e4e4e
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,81,81,81,81.0,0.3825,0.18,0.9303,#515151
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,98,98,98,98.0,0.3825,0.2025,0.9264,#626262
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,86,86,86,86.0,0.3825,0.2025,0.9222,#565656
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,87,87,87,87.0,0.3825,0.2025,0.9153,#575757
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,79,79,79,79.0,0.36,0.2025,0.9013,#4f4f4f
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,89,89,89,89.0,0.3825,0.2025,0.898,#595959
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,88,88,88,88.0,0.36,0.2025,0.8955,#585858
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,71,71,71,71.0,0.36,0.18,0.8816,#474747
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,94,94,94,94.0,0.3825,0.2025,0.8784,#5e5e5e
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,70,70,70,70.0,0.36,0.18,0.866,#464646
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,79,79,79,79.0,0.3825,0.18,0.8296,#4f4f4f
251010_070225_0000043589_CAM1_NG_bmp.rf.16e950395b1ac4d609be67d17b6a1b28.jpg,qblock,78,78,78,78.0,0.36,0.2025,0.8256,#4e4e4e
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,182,182,182,182.0,0.36,0.18,0.8869,#b6b6b6
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,179,179,179,179.0,0.3375,0.18,0.8658,#b3b3b3
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,178,178,178,178.0,0.3375,0.18,0.8369,#b2b2b2
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,162,162,162,162.0,0.36,0.2025,0.8045,#a2a2a2
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,191,191,191,191.0,0.3825,0.18,0.7995,#bfbfbf
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,191,191,191,191.0,0.36,0.1575,0.7564,#bfbfbf
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,189,189,189,189.0,0.3375,0.18,0.7539,#bdbdbd
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,180,180,180,180.0,0.27,0.1125,0.7391,#b4b4b4
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,181,181,181,181.0,0.27,0.09,0.7047,#b5b5b5
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,173,173,173,173.0,0.27,0.1125,0.704,#adadad
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,194,194,194,194.0,0.2925,0.09,0.6504,#c2c2c2
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,178,178,178,178.0,0.27,0.1125,0.6246,#b2b2b2
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,191,191,191,191.0,0.27,0.135,0.5503,#bfbfbf
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,183,183,183,183.0,0.27,0.1125,0.5245,#b7b7b7
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,75,75,75,75.0,0.36,0.18,0.9185,#4b4b4b
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,78,78,78,78.0,0.36,0.18,0.8948,#4e4e4e
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,78,78,78,78.0,0.36,0.18,0.8731,#4e4e4e
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,80,80,80,80.0,0.36,0.18,0.8679,#505050
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,84,84,84,84.0,0.36,0.2025,0.8629,#545454
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,71,71,71,71.0,0.36,0.18,0.8619,#474747
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,84,84,84,84.0,0.36,0.18,0.8519,#545454
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,70,70,70,70.0,0.3375,0.18,0.8161,#464646
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,88,88,88,88.0,0.36,0.18,0.8114,#585858
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,96,96,96,96.0,0.36,0.2025,0.8025,#606060
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,82,82,82,82.0,0.36,0.2025,0.7616,#525252
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,67,67,67,67.0,0.3375,0.2025,0.6118,#434343
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,70,70,70,70.0,0.36,0.2025,0.5613,#464646
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,182,182,182,182.0,0.3375,0.18,0.8773,#b6b6b6
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,191,191,191,191.0,0.36,0.2025,0.8767,#bfbfbf
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,174,174,174,174.0,0.3375,0.18,0.8309,#aeaeae
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,195,195,195,195.0,0.3825,0.18,0.8213,#c3c3c3
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,176,176,176,176.0,0.27,0.1125,0.8159,#b0b0b0
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,162,162,162,162.0,0.36,0.18,0.7888,#a2a2a2
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,193,193,193,193.0,0.36,0.18,0.7773,#c1c1c1
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,183,183,183,183.0,0.3375,0.18,0.7644,#b7b7b7
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,195,195,195,195.0,0.2925,0.09,0.7099,#c3c3c3
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,193,193,193,193.0,0.2925,0.1125,0.7034,#c1c1c1
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,185,185,185,185.0,0.27,0.1125,0.6978,#b9b9b9
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,192,192,192,192.0,0.27,0.135,0.6871,#c0c0c0
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,194,194,194,194.0,0.2925,0.1125,0.6231,#c2c2c2
251107_232330_0000097726_CAM1_NG_bmp.rf.3323a65b827bb7098df1edb10c60c4ac.jpg,incorrect qblock,177,177,177,177.0,0.27,0.09,0.5908,#b1b1b1
251107_232354_0000097804_CAM1_NG_bmp.rf.c296a9c6a948361b1194e6b35031df65.jpg,incorrect qblock,177,177,177,177.0,0.3375,0.2025,0.8991,#b1b1b1
251107_232354_0000097804_CAM1_NG_bmp.rf.c296a9c6a948361b1194e6b35031df65.jpg,incorrect qblock,182,182,182,182.0,0.3375,0.18,0.8551,#b6b6b6
