image_name,class_name,r,g,b,Brightness,Width_in,Height_in,Confidence,hex_color
251107_231858_0000096821_CAM1_NG_bmp.rf.440b71c65c1154750648872b01ea0adf.jpg,incorrect qblock,179,179,179,179.0,0.27,0.135,0.6399,#b3b3b3
251107_231858_0000096821_CAM1_NG_bmp.rf.440b71c65c1154750648872b01ea0adf.jpg,incorrect qblock,180,180,180,180.0,0.2925,0.1125,0.6336,#b4b4b4
251107_231858_0000096821_CAM1_NG_bmp.rf.440b71c65c1154750648872b01ea0adf.jpg,incorrect qblock,169,169,169,169.0,0.27,0.09,0.6274,#a9a9a9
251107_231858_0000096821_CAM1_NG_bmp.rf.440b71c65c1154750648872b01ea0adf.jpg,incorrect qblock,188,188,188,188.0,0.27,0.1125,0.6155,#bcbcbc
251107_231858_0000096821_CAM1_NG_bmp.rf.440b71c65c1154750648872b01ea0adf.jpg,incorrect qblock,179,179,179,179.0,0.2925,0.1125,0.533,#b3b3b3
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,181,181,181,181.0,0.3375,0.18,0.8787,#b5b5b5
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,183,183,183,183.0,0.36,0.2025,0.8742,#b7b7b7
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,183,183,183,183.0,0.36,0.2025,0.8311,#b7b7b7
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,179,179,179,179.0,0.3375,0.2025,0.8276,#b3b3b3
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,187,187,187,187.0,0.27,0.1125,0.8209,#bbbbbb
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,194,194,194,194.0,0.36,0.18,0.7863,#c2c2c2
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,187,187,187,187.0,0.3375,0.1575,0.7862,#bbbbbb
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,158,158,158,158.0,0.36,0.18,0.7811,#9e9e9e
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,177,177,177,177.0,0.2925,0.09,0.7477,#b1b1b1
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,187,187,187,187.0,0.27,0.1125,0.7013,#bbbbbb
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,184,184,184,184.0,0.27,0.09,0.6961,#b8b8b8
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,188,188,188,188.0,0.27,0.1125,0.6857,#bcbcbc
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,168,168,168,168.0,0.27,0.09,0.6346,#a8a8a8
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,190,190,190,190.0,0.27,0.1125,0.5978,#bebebe
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,186,186,186,186.0,0.27,0.135,0.5715,#bababa
251107_231845_0000096778_CAM1_NG_bmp.rf.5253393e546fd5a272812165d96d4fde.jpg,incorrect qblock,186,186,186,186.0,0.27,0.1125,0.5617,#bababa
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,184,184,184,184.0,0.36,0.18,0.8862,#b8b8b8
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,172,172,172,172.0,0.3375,0.18,0.8675,#acacac
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,173,173,173,173.0,0.3375,0.2025,0.8348,#adadad
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,183,183,183,183.0,0.3825,0.18,0.8033,#b7b7b7
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,160,160,160,160.0,0.36,0.2025,0.797,#a0a0a0
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,195,195,195,195.0,0.36,0.18,0.7634,#c3c3c3
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,171,171,171,171.0,0.27,0.09,0.7622,#ababab
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,183,183,183,183.0,0.3375,0.18,0.7502,#b7b7b7
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,181,181,181,181.0,0.2925,0.1125,0.711,#b5b5b5
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,181,181,181,181.0,0.27,0.09,0.7041,#b5b5b5
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,188,188,188,188.0,0.27,0.1125,0.7039,#bcbcbc
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,172,172,172,172.0,0.27,0.1125,0.6972,#acacac
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,176,176,176,176.0,0.27,0.1125,0.6322,#b0b0b0
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,181,181,181,181.0,0.27,0.1125,0.591,#b5b5b5
251107_231656_0000096416_CAM1_NG_bmp.rf.b5776d8fe9db18db51404f1bfe2e9a90.jpg,incorrect qblock,181,181,181,181.0,0.27,0.135,0.564,#b5b5b5
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,89,89,89,89.0,0.3825,0.2025,0.9447,#595959
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,97,97,97,97.0,0.36,0.2025,0.9423,#616161
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,76,76,76,76.0,0.36,0.18,0.9221,#4c4c4c
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,91,91,91,91.0,0.36,0.2025,0.912,#5b5b5b
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,87,87,87,87.0,0.3825,0.18,0.9039,#575757
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,83,83,83,83.0,0.36,0.18,0.8944,#535353
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,81,81,81,81.0,0.36,0.18,0.8916,#515151
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,88,88,88,88.0,0.36,0.2025,0.8835,#585858
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,83,83,83,83.0,0.3825,0.18,0.882,#535353
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,84,84,84,84.0,0.36,0.2025,0.8714,#545454
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,87,87,87,87.0,0.36,0.2025,0.848,#575757
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,90,90,90,90.0,0.36,0.2025,0.8144,#5a5a5a
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,68,68,68,68.0,0.36,0.2025,0.796,#444444
251010_124904_0000080549_CAM1_NG_bmp.rf.035679e4447ca6815d8558b1ebf145a6.jpg,qblock,70,70,70,70.0,0.36,0.2025,0.747,#464646
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,185,185,185,185.0,0.36,0.2025,0.875,#b9b9b9
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,184,184,184,184.0,0.3375,0.18,0.8579,#b8b8b8
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,168,168,168,168.0,0.36,0.2025,0.8204,#a8a8a8
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,182,182,182,182.0,0.36,0.2025,0.8022,#b6b6b6
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,190,190,190,190.0,0.36,0.18,0.7876,#bebebe
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,193,193,193,193.0,0.3375,0.18,0.7739,#c1c1c1
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,194,194,194,194.0,0.36,0.18,0.7672,#c2c2c2
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,183,183,183,183.0,0.2925,0.1125,0.751,#b7b7b7
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,176,176,176,176.0,0.27,0.09,0.7344,#b0b0b0
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,179,179,179,179.0,0.27,0.09,0.721,#b3b3b3
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,186,186,186,186.0,0.27,0.09,0.6998,#bababa
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,177,177,177,177.0,0.2475,0.1125,0.6334,#b1b1b1
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,184,184,184,184.0,0.27,0.1125,0.6202,#b8b8b8
251107_232141_0000097362_CAM1_NG_bmp.rf.839e32ba37645cdd1e00c49f9fa3e364.jpg,incorrect qblock,189,189,189,189.0,0.27,0.1125,0.5756,#bdbdbd
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,86,86,86,86.0,0.36,0.2025,0.876,#565656
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,81,81,81,81.0,0.36,0.18,0.875,#515151
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,78,78,78,78.0,0.36,0.2025,0.8582,#4e4e4e
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,69,69,69,69.0,0.3375,0.18,0.8569,#454545
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,77,77,77,77.0,0.36,0.18,0.8433,#4d4d4d
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,75,75,75,75.0,0.36,0.2025,0.8305,#4b4b4b
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,78,78,78,78.0,0.36,0.18,0.8207,#4e4e4e
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,68,68,68,68.0,0.36,0.18,0.8194,#444444
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,82,82,82,82.0,0.3825,0.2025,0.8077,#525252
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,64,64,64,64.0,0.3375,0.2025,0.8075,#404040
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,91,91,91,91.0,0.3825,0.2025,0.8042,#5b5b5b
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,80,80,80,80.0,0.36,0.2025,0.7985,#505050
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,67,67,67,67.0,0.36,0.2025,0.717,#434343
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,86,86,86,86.0,0.3825,0.2025,0.709,#565656
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,82,82,82,82.0,0.36,0.2025,0.9126,#525252
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,88,88,88,88.0,0.3825,0.18,0.8968,#585858
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,82,82,82,82.0,0.36,0.2025,0.8821,#525252
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,93,93,93,93.0,0.3825,0.2025,0.8764,#5d5d5d
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,75,75,75,75.0,0.36,0.18,0.8724,#4b4b4b
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,83,83,83,83.0,0.3825,0.18,0.8674,#535353
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,92,92,92,92.0,0.36,0.2025,0.8541,#5c5c5c
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,81,81,81,81.0,0.36,0.18,0.8415,#515151
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,79,79,79,79.0,0.36,0.18,0.8413,#4f4f4f
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,88,88,88,88.0,0.36,0.2025,0.8254,#585858
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,64,64,64,64.0,0.36,0.18,0.6736,#404040
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,84,84,84,84.0,0.36,0.2025,0.6479,#545454
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,77,77,77,77.0,0.3825,0.18,0.6136,#4d4d4d
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,90,90,90,90.0,0.36,0.2025,0.8891,#5a5a5a
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,85,85,85,85.0,0.36,0.2025,0.8787,#555555
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,72,72,72,72.0,0.3375,0.18,0.8578,#484848
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,80,80,80,80.0,0.36,0.2025,0.8479,#505050
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,70,70,70,70.0,0.36,0.18,0.8469,#464646
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,84,84,84,84.0,0.3825,0.2025,0.8194,#545454
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,82,82,82,82.0,0.36,0.2025,0.818,#525252
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,81,81,81,81.0,0.36,0.2025,0.8113,#515151
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,75,75,75,75.0,0.36,0.2025,0.8081,#4b4b4b
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,65,65,65,65.0,0.3375,0.2025,0.7965,#414141
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,94,94,94,94.0,0.3825,0.2025,0.7891,#5e5e5e
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,66,66,66,66.0,0.36,0.18,0.7828,#424242
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,78,78,78,78.0,0.3825,0.2025,0.6622,#4e4e4e
251015_020550_0000434667_CAM1_OK_bmp.rf.92cca60379cb31fa92ab4c1caa83b17f.jpg,qblock,59,59,59,59.0,0.36,0.18,0.6484,#3b3b3b
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,88,88,88,88.0,0.36,0.18,0.9415,#585858
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,90,90,90,90.0,0.36,0.2025,0.9361,#5a5a5a
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,73,73,73,73.0,0.36,0.18,0.9346,#494949
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,83,83,83,83.0,0.3375,0.18,0.9237,#535353
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,74,74,74,74.0,0.36,0.18,0.9224,#4a4a4a
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,82,82,82,82.0,0.36,0.18,0.9204,#525252
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,69,69,69,69.0,0.3375,0.18,0.9,#454545
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,80,80,80,80.0,0.36,0.18,0.8809,#505050
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,86,86,86,86.0,0.3375,0.18,0.8755,#565656
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,80,80,80,80.0,0.36,0.18,0.8627,#505050
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,85,85,85,85.0,0.3375,0.2025,0.8288,#555555
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,65,65,65,65.0,0.36,0.18,0.6781,#414141
251010_125632_0000080755_CAM1_NG_bmp.rf.e925ac7bd1317e86fe838e41801b92ff.jpg,qblock,78,78,78,78.0,0.36,0.2025,0.5697,#4e4e4e
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,92,92,92,92.0,0.36,0.18,0.9357,#5c5c5c
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,75,75,75,75.0,0.36,0.18,0.9305,#4b4b4b
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,100,100,100,100.0,0.3825,0.2025,0.9274,#646464
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,89,89,89,89.0,0.36,0.18,0.9076,#595959
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,95,95,95,95.0,0.36,0.2025,0.9048,#5f5f5f
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,84,84,84,84.0,0.36,0.18,0.9034,#545454
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,84,84,84,84.0,0.36,0.18,0.9009,#545454
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,92,92,92,92.0,0.3825,0.18,0.8988,#5c5c5c
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,83,83,83,83.0,0.36,0.18,0.8921,#535353
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,90,90,90,90.0,0.36,0.18,0.8828,#5a5a5a
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,80,80,80,80.0,0.36,0.18,0.8255,#505050
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,64,64,64,64.0,0.3375,0.18,0.7374,#404040
251010_125636_0000080768_CAM1_NG_bmp.rf.479e882c9f39e8e461a8db628afe9262.jpg,qblock,62,62,62,62.0,0.36,0.18,0.576,#3e3e3e
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,89,89,89,89.0,0.3825,0.18,0.9269,#595959
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,91,91,91,91.0,0.36,0.2025,0.9149,#5b5b5b
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,94,94,94,94.0,0.36,0.2025,0.9091,#5e5e5e
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,80,80,80,80.0,0.36,0.18,0.8967,#505050
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,83,83,83,83.0,0.36,0.18,0.8966,#535353
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,89,89,89,89.0,0.36,0.2025,0.8927,#595959
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,73,73,73,73.0,0.36,0.18,0.8909,#494949
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,87,87,87,87.0,0.36,0.2025,0.8779,#575757
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,80,80,80,80.0,0.36,0.18,0.8772,#505050
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,83,83,83,83.0,0.36,0.18,0.855,#535353
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,97,97,97,97.0,0.3825,0.2025,0.8305,#616161
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,74,74,74,74.0,0.36,0.18,0.7859,#4a4a4a
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,70,70,70,70.0,0.36,0.2025,0.7308,#464646
251010_124900_0000080535_CAM1_NG_bmp.rf.560d4037f2234250710036d4ce5c587a.jpg,qblock,70,70,70,70.0,0.36,0.2025,0.5768,#464646
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,182,182,182,182.0,0.36,0.2025,0.8968,#b6b6b6
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,178,178,178,178.0,0.3375,0.18,0.871,#b2b2b2
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,173,173,173,173.0,0.3375,0.18,0.8354,#adadad
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,189,189,189,189.0,0.36,0.1575,0.8323,#bdbdbd
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,163,163,163,163.0,0.36,0.18,0.8079,#a3a3a3
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,181,181,181,181.0,0.27,0.1125,0.7539,#b5b5b5
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,187,187,187,187.0,0.3825,0.18,0.7093,#bbbbbb
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,173,173,173,173.0,0.27,0.09,0.7078,#adadad
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,179,179,179,179.0,0.3375,0.1575,0.6752,#b3b3b3
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,190,190,190,190.0,0.2925,0.09,0.6243,#bebebe
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,184,184,184,184.0,0.27,0.1125,0.617,#b8b8b8
251107_232453_0000098001_CAM1_NG_bmp.rf.43c7cc907cf4df798e3ecf7bae7593ea.jpg,incorrect qblock,187,187,187,187.0,0.2925,0.1125,0.6144,#bbbbbb
251107_232346_0000097776_CAM1_NG_bmp.rf.0232f41899ca5af3ad008ce87c9700cd.jpg,incorrect qblock,184,184,184,184.0,0.36,0.2025,0.8882,#b8b8b8
251107_232346_0000097776_CAM1_NG_bmp.rf.0232f41899ca5af3ad008ce87c9700cd.jpg,incorrect qblock,182,182,182,182.0,0.3375,0.18,0.8548,#b6b6b6
251107_232346_0000097776_CAM1_NG_bmp.rf.0232f41899ca5af3ad008ce87c9700cd.jpg,incorrect qblock,163,163,163,163.0,0.36,0.18,0.821,#a3a3a3
